Timestamp	What is your gender?	What year are you?	What is your relationship status?	Are you currently sexually active?	How frequently do you have sex?	How often do you masturbate?	Where have you had sex?	How often do you have "one night stands"?	How frequently do you watch porn?	Have you ever cheated on someone?	Have you ever been cheated on?	Do you consider yourself a virgin?	Have you ever had sex while under the influence? (check all that apply)	What department does your major belong to?	What sexual orientation do you most identify with?	Which of the following sex toys have you used during sex?	Have you ever paid for sex?	Were you a virgin when you first arrived at Mines?	Who of the following have you had sex with?	How confident are you in your sexual abilities?	How would you rate other Mines students' sexual abilities based on previous sexual encounters?	What of these sexual activities have you done?	Do you own any sex toys and/or have you used them?	Have you ever faked an orgasm?	What is your most common method of contraception and/or STD protection?	On a scale of 1 to 5, how happy are you with your sex life?	Have you ever had an STD?	Do you currently have an STD?	When was the last time you were tested for  STDs?	Have you ever been paid for sex?	What do you consider to be "sex"?	Have you ever sincerely used the term RIBS (Ratio Induced Bitchiness Syndrome)?	Any Comments?	What is your GPA?	At what bar/brewery do you spend the most time?	What operating system do you run on your personal computer?	Where do you usually study?	How frequently do you talk to your parents?	Have you had an internship?	How frequently do you exercise?	Did you vote in the November election?	Are you in-state or out-of-state?	How many facebook friends do you have?	In the last year, how many books did you start and finish?	In the last 12 months, how many different individuals have you had sex with?
2/4/2015 20:18:00	Male	Junior	In a committed relationship	No	1-2 times per month	A few times a week	An athletics field/stadium, A bedroom, A car, A shower/bathroom, South/North Table	Once a year (or when the stars align...)	Almost never	No	Yes	No	None of these	Civil and Environmental Engineering	Heterosexual	None of these.	No	No	A student from another college	4	2	Threesome (or more...)	I've never used them and I don't own any	Yes	Male condoms	2	No	No	A while ago...	No	Oral sex, Vaginal sex	No		3.8	Golden City Brewery	Mac OS	Arthur Lakes Library	More than once a week	Yes	More than once a week	Yes	Out-of-State	605	2-5	1
2/4/2015 20:18:02	Male	Senior	In a committed relationship	Yes	3-5 times per week	A few times a week	A bedroom, A car, A fraternity house, A shower/bathroom	I have never had a one night stand.	A few times a week	No	No	No	Adderall, Alcohol, Marijuana	Chemical and Biological Engineering	Heterosexual	Vibrator, Handcuffs, Blindfold	No	No	Another Mines student, A student from another college, Someone in your department, A coworker	3	3	Used props, Role play	I own and use them	Yes	Oral birth control	4	No	No	Never	No	Oral sex, Vaginal sex, Anal sex	Yes		2.85	Rock Rest Lodge	Windows	At your house/dorm/apartment	Once a week	No	2-3 times per month	Yes	In-State	600	6-10	2
2/4/2015 20:18:24	Male	Senior		Yes	1-2 times per week	A few times a week	A bedroom, A car, A shower/bathroom	Once a year (or when the stars align...)	A few times a week	No	No	No	Adderall, Alcohol	Mechanical Engineering	Heterosexual	None of these.	No	Yes	Another Mines student	5		None of these.	I've never used them and I don't own any	No	Oral birth control	4	No	No	Never	No	Oral sex, Vaginal sex, Anal sex	No			The Grizzly Rose	Chrome OS	Brown Building	More than once a week	Yes	More than once a week	Yes	Out-of-State	810	2-5	1
2/4/2015 20:18:45	Male	Freshman	Single			Almost never			Almost never	No	No	Yes		Mechanical Engineering	Heterosexual					2			I've never used them and I don't own any			2	No	No	Never		Vaginal sex, Anal sex, Audial sex (yeah, we don't know either...)	No		3.7		Windows	At your house/dorm/apartment	Once a month	No	More than once a week	Yes	In-State	207	11-15	
2/4/2015 20:19:01	Male	Junior	In a committed relationship	Yes	3-5 times per week	Almost never	An athletics field/stadium, A bedroom, A car, A fraternity house, A sorority house, A campus building, A shower/bathroom	I have never had a one night stand.	Almost never	No	No	No	Alcohol, Marijuana, Prescription drugs (pain killers, etc)	Geophysics	Heterosexual	Vibrator, Handcuffs, Blindfold	No	No	Another Mines student, A student from another college, Someone in your department	4	3	Had sex in a room where someone else was sleeping, Anal sex	I've never used them and I don't own any	No	Orgasmic timing (or as the kids say, "pulling out")	5	No	No	Never	No	Oral sex, Vaginal sex, Anal sex	Yes		3.9	Golden City Brewery	Windows	Arthur Lakes Library	Once a week	Yes	More than once a week	No	In-State	200	2-5	2
2/4/2015 20:20:05	Male	Junior	Single							No	No	Yes			Heterosexual					2			I've never used them and I don't own any			3	No	No	Never		Vaginal sex	No		2.8	Mountain Toad	Windows	At your house/dorm/apartment	Once a week	No	2-3 times per month	Yes	Out-of-State	600	2-5	
2/4/2015 20:22:25	Male	Junior	Single	No	I am not sexually active.	A few times a week	A bedroom, A car, A shower/bathroom	I have never had a one night stand.	A few times a week	No	No	No	Alcohol	Physics	Heterosexual	Vibrator	No	Yes	Another Mines student, None of these	3	3	Used props	I've never used them and I don't own any	No	Male condoms	2	No	No	Never	No	Oral sex, Vaginal sex, Anal sex, Audial sex (yeah, we don't know either...)	No		3.9		Windows	At your house/dorm/apartment	More than once a week	Yes	More than once a week	No	Out-of-State	350	6-10	2
2/4/2015 20:22:52	Male	Senior	Single	Yes	1-2 times per month	A few times a week	A bedroom, A car, A shower/bathroom, Club or Bar	Once a year (or when the stars align...)	A few times a week	No	No	No	Alcohol, Marijuana	Chemical and Biological Engineering	Heterosexual	None of these.	No	No	Another Mines student, A student from another college, Someone in your department	4	4	Had sex in a room where someone else was sleeping	I've never used them and I don't own any	Yes	Male condoms	3	No	No	Within the past year	No	Vaginal sex, Anal sex	No		3.5	Rock Rest Lodge	Mac OS	At your house/dorm/apartment	Once a week	Yes	More than once a week	No	Out-of-State	500	2-5	3
2/4/2015 20:23:12	Male	Junior	Single	No	I am not sexually active.	A few times a week	A bedroom, A shower/bathroom	I have never had a one night stand.	A few times a week	No	No	No	None of these	Mechanical Engineering	Heterosexual	None of these.	No	Yes	A student from another college	2	3	None of these.	I've never used them and I don't own any	No	Male condoms	2	No	No	Within the past six months	No	Vaginal sex, Anal sex	No		3.94		Windows	At your house/dorm/apartment	Once a week	No	More than once a week	No	Out-of-State	596	11-15	0
2/4/2015 20:23:20	Male	Senior	In a committed relationship	Yes	1-2 times per week	A few times a month	A bedroom, A car, A shower/bathroom	I have never had a one night stand.	Almost never	Yes	No	No	Alcohol	Mining Engineering	Heterosexual	None of these.	No	No	Another Mines student, A student from another college, Someone in your department	3	3	None of these.	I've never used them and I don't own any	No	Oral birth control	5	No	No	Within the past year	No	Vaginal sex, Anal sex	No		3.36	Rock Rest Lodge	Mac OS	Brown Building	Once a week	Yes	More than once a week	No	Out-of-State	100	2-5	1
2/4/2015 20:24:16	Male	Sophomore	In a committed relationship	Yes	1-2 times per week	A few times a week	A bedroom, A car, A shower/bathroom	I have never had a one night stand.	A few times a month	No	No	No	Alcohol	Physics	Heterosexual	None of these.	No	Yes	Another Mines student	3	3	Anal sex	I've never used them and I don't own any	No	Male condoms	4	No	No	Never	No	Oral sex, Vaginal sex, Anal sex	No		3.73	The Grizzly Rose	Windows	At your house/dorm/apartment	Once a week	No	Once a semester	No	In-State	125	1	1
2/4/2015 20:28:21	Male	Sophomore	In a committed relationship	Yes	3-5 times per week	A few times a month	A bedroom, A car, A shower/bathroom		Almost never	No	No	No	Marijuana	Chemical and Biological Engineering	Heterosexual	None of these.	No	No	A student from another college, A roommate	4		Had sex in a room where someone else was sleeping, Anal sex	I've never used them and I don't own any	No	Male condoms	4	No	No	Within the past year	No	Vaginal sex, Anal sex	No		3.6	Don't drink	Mac OS	Arthur Lakes Library	More than once a week	Yes	More than once a week	No	In-State	0	1	1
2/4/2015 20:30:31	Male	Junior	In a committed relationship	Yes	Once a day	Almost never	An athletics field/stadium, A bedroom, A car, A shower/bathroom	Once a year (or when the stars align...)	Once a week	No	Yes	No	Alcohol	Mechanical Engineering	Heterosexual	Vibrator, Cock Ring, Handcuffs, Blindfold, Ice, Wax, Ben Wa Balls	No	No	Another Mines student, A student from another college	5	5	Used props, Role play	I own and use them	No	Male condoms	5	No	No	Never	No	Oral sex, Vaginal sex, Anal sex	No		2.8	The Grizzly Rose	Mac OS	At your house/dorm/apartment	Once a week	No	More than once a week	Yes	In-State	300	2-5	1
2/4/2015 20:31:04	Male	Senior	In a committed relationship	Yes	3-5 times per week	Almost never	A bedroom	I have never had a one night stand.	Almost never	No	No	No	Alcohol	Mechanical Engineering	Heterosexual		No	Yes	Another Mines student	4		Used chatroulette for things not in the "terms of use..." In other words, broadcast a sex show., None of these.	I've never used them and I don't own any	No	Male condoms	5	No	No	Never	No	Vaginal sex	No		3.34	Rock Rest Lodge	Windows	Brown Building	Once a month	Yes	More than once a week	No	Out-of-State	237	2-5	1
2/4/2015 20:32:15	Male	Junior	In an open relationship	Yes	1-2 times per month	A few times a week	A bedroom, A car, A campus building, A shower/bathroom	Once a year (or when the stars align...)	Almost never	No	Yes	No	Adderall, Alcohol, Ecstasy, Marijuana, Mushrooms	Metallurgical and Materials Engineering	Heterosexual	Handcuffs	No	No	Another Mines student, A student from another college	5		Threesome (or more...)	I've never used them and I don't own any	No	Male condoms	4	No	No	Within the past three months	No	Oral sex, Vaginal sex, Anal sex	Yes		2.8	denver bars	Windows	At your house/dorm/apartment	Once a week	Yes	More than once a week	No	Out-of-State	600	6-10	2
2/4/2015 20:36:54	Male	Senior	In a committed relationship	Yes	1-2 times per week	A few times a week	A bedroom	I have never had a one night stand.	A few times a month	No	No	No	Alcohol	Geophysics	Heterosexual	None of these.	No	No	A student from another college	4	2	None of these.	I've never used them and I don't own any	No	Oral birth control	5	No	No	Within the past three months	No	Oral sex, Vaginal sex, Anal sex	No	Whoever made this survey is hilarious	3.5	Cannonball Creek Brewery	Windows	Green Center	Once a week	Yes	Once a week	Yes	Out-of-State	200	11-15	1
2/4/2015 20:37:40	Male	Junior	mingling			More than once a day			More than once a day	No	Yes	Yes		Applied Mathematics and Statistics	Heterosexual					5			I own them but don't use them (...what?)			4	No	Yes	A while ago...		Kissing, Audial sex (yeah, we don't know either...), hand stuff, hugging, ect.	Yes	Is it possible for a dude to have a blue waffle?	4.3	Mountain Toad	Linux	At your house/dorm/apartment	Once a month	Yes	2-3 times per month	Yes	In-State	5	2-5	
2/4/2015 20:38:03	Male	Junior	Single	Yes	1-2 times per year (or when the stars align...)	A few times a week	A bedroom	Once a year (or when the stars align...)	A few times a week	No	No	No	Alcohol	Petroleum Engineering	Heterosexual	None of these.	No	No	A student from another college	3	2	None of these.	I've never used them and I don't own any	No	Male condoms	3	No	No	Within the past three months	No	Vaginal sex, Anal sex	No		3.4	I'm underage	Windows	At your house/dorm/apartment	More than once a week	Yes	More than once a week	Yes	In-State	300	2-5	0
2/4/2015 20:38:14	Male	Junior	Single	Yes	1-2 times per week	A few times a week	A bedroom, A car, A shower/bathroom, South/North Table, Mt. Zion	Once a year (or when the stars align...)	A few times a week	No	No	No	Acid, Adderall, Alcohol, Marijuana	Chemistry and Geochemistry	Heterosexual	Vibrator, Handcuffs, Blindfold	No	No	Another Mines student, A student from another college, Someone in your department	3	4	Role play	I've used them, but don't own them.	No	Male condoms	3	No	No	Never	No	Oral sex, Vaginal sex, Anal sex	No		3.51	Underage!	Windows	At your house/dorm/apartment	Once a week	No	More than once a week	Yes	In-State	650	2-5	5
2/4/2015 20:38:20	Male	Senior	Single			A few times a week			A few times a month	No	No	Yes		Electrical Engineering and Computer Science	Heterosexual					3			I've never used them and I don't own any			4	No	No	Never		Oral sex, Vaginal sex, Anal sex	No		3.5	None	Windows	At your house/dorm/apartment	More than once a week	Yes	Once a week	Yes	In-State	82	2-5	
2/4/2015 20:38:24	Male	Senior	Single			A few times a week			Never	No	No	Yes		Mechanical Engineering	Heterosexual					1			I've never used them and I don't own any			1	No	No	Never		Oral sex, Vaginal sex, Anal sex, Audial sex (yeah, we don't know either...)	No		2.5	Coors Lab	Windows	At your house/dorm/apartment	Once a month	Yes	Almost never	Yes	In-State	397	11-15	
2/4/2015 20:38:51	Male	Sophomore	In a committed relationship	Yes	3-5 times per week	A few times a week	An athletics field/stadium, A bedroom, A car, A campus building, A shower/bathroom, The steam tunnels	Once a year (or when the stars align...)	A few times a week	No	No	No	Alcohol, Marijuana	Mechanical Engineering	Heterosexual	Dildo, Vibrator, Ice	No	No	Another Mines student, A student from another college, Someone in your department, A coworker	4	2	Made a sex tape	I've used them, but don't own them.	No	Male condoms	4	No	No	Never	No	Vaginal sex	Yes	I wanna see these results	3	The Grizzly Rose	Windows	At your house/dorm/apartment	Once a week	Yes	More than once a week	No	In-State	243	6-10	3
2/4/2015 20:40:49	Male	Sophomore	Single			A few times a month			A few times a month	No	No	Yes		Mechanical Engineering	Heterosexual					1			I've never used them and I don't own any			1	No	No	Never		Vaginal sex, Anal sex	No		3	none	Windows	At your house/dorm/apartment	Once a week	No	More than once a week	No	In-State	97	11-15	
2/4/2015 20:40:50	Male	Freshman	Single			A few times a month			A few times a month	No	No	Yes		Chemical and Biological Engineering	Heterosexual					1			I've never used them and I don't own any			1	No	No	Never		Oral sex, Vaginal sex, Anal sex, Audial sex (yeah, we don't know either...)	Yes	This is gold. Please do another like this someday.	3.36	NONE I am sadly underage still	Windows	Arthur Lakes Library	Once a month	No	More than once a week	Yes	Out-of-State	200	6-10	
2/4/2015 20:45:55	Male	Graduate Student	Single	Yes	1-2 times per week	Once a day	A bedroom, A car, A fraternity house, A sorority house, A shower/bathroom, Club or Bar	Once a year (or when the stars align...)	A few times a week	No	Yes	No	Adderall, Alcohol, Cocaine, Ecstasy, Marijuana	Petroleum Engineering	Heterosexual	Dildo	No	No	Another Mines student, Someone in your department, A coworker	4	1	Used props, Had sex in a room where someone else was sleeping	I've used them, but don't own them.	Yes	Oral birth control	2	No	No	A while ago...	No	Vaginal sex	No		3		Windows	At your house/dorm/apartment	Once a week	Yes	2-3 times per month	No	Out-of-State	500	6-10	4
2/4/2015 20:46:14	Male	Junior	Committed Polyamourous	Yes	1-2 times per month	Once a day	An athletics field/stadium, A bedroom, A car, A campus building, A shower/bathroom, Club or Bar	Once a month	Once a day	No	No	No	Alcohol, Marijuana, Prescription drugs (pain killers, etc)	Geology and Geological Engineering	Heterosexual	Whip(s), Dildo, Vibrator, Handcuffs, Blindfold, Anal Plug, Ice, Wax	No	No	Another Mines student, A student from another college, Someone in your department, A Golden bartender or waiter, other	5	2	Used props, Threesome (or more...), Role play, Anal sex	I own and use them	No	Male condoms	4	No		Within the past month	No	Oral sex, Vaginal sex, Anal sex	No		2.5	Golden Moon	Windows	Arthur Lakes Library	Once a week	No	More than once a week	Yes	Out-of-State	300	More than 15	8
2/4/2015 20:48:20	Male	Freshman	Single			A few times a week			A few times a month	No	No	Yes		Petroleum Engineering	Heterosexual					1			I've never used them and I don't own any			3	No	No	Never		Vaginal sex, Anal sex	Yes		3.2	The Grizzly Rose	Windows	At your house/dorm/apartment	More than once a week	No	More than once a week	No	In-State	200	2-5	
2/4/2015 20:49:34	Male	Freshman	Single			Almost never			Never	No	No	Yes		Mining Engineering	Heterosexual					3			I've never used them and I don't own any			5	No	No	Never		Vaginal sex	No	This was fun.	3.59	The Grizzly Rose	Mac OS	Brown Building	Once a week	No	More than once a week	Yes	In-State	0 (don't have an account)	2-5	
2/4/2015 20:52:10	Male	Freshman	Single	Yes	3-5 times per week	More than once a day	A bedroom, A car, A campus building, A shower/bathroom	Once a year (or when the stars align...)	More than once a day	Yes	Yes	No	Alcohol, Marijuana	Mechanical Engineering	Heterosexual	Dildo, Vibrator, Cock Ring, Handcuffs, Blindfold	No	No	None of these	5	1	Used props, Role play, Made a sex tape, Had sex in a room where someone else was sleeping, Used chatroulette for things not in the "terms of use..." In other words, broadcast a sex show., Anal sex	I own and use them	No	Male condoms	4	No	No	A while ago...	No	Vaginal sex, Anal sex	Yes			Blue Canyon	Windows	Arthur Lakes Library	Once a week	No	More than once a week	No	In-State	400	None	1
2/4/2015 20:53:04	Male	Junior	In a committed relationship	Yes	3-5 times per week	More than once a day	A bedroom, A car, A shower/bathroom	Once a year (or when the stars align...)	More than once a day	No	No	No	Alcohol, Marijuana	Physics	Heterosexual	Dildo, Vibrator, Cock Ring, Blindfold	No	No	Another Mines student, A student from another college	4	2	Used props, Role play	I own and use them	No	Male condoms	5	No	No	Never	No	Oral sex, Vaginal sex, Anal sex	No			Rock Rest Lodge	Windows	At your house/dorm/apartment	Once a month	No	More than once a week	No	In-State		1	4
